"Id","SalePrice"
1598,217244.187260585
1599,172236.690572027
1600,164865.289330127
1601,70547.4806215595
1602,116434.019247651
1603,67142.2845451108
1604,269696.006610874
1605,241936.05651486
1606,169961.264046072
1607,188079.4741181
1608,210544.487374737
1609,180410.113385348
1610,146854.400874835
1611,140247.340570483
1612,175756.211281686
1613,166958.869916056
1614,121543.543579137
1615,89142.841188911
1616,79940.9577071724
1617,92159.7881192597
1618,125925.1407937
1619,136804.365375269
1620,173407.268471365
1621,139923.564659369
1622,139282.292965724
1623,264501.698824827
1624,218292.554401836
1625,117998.755112993
1626,171134.977229719
1627,188635.517270821
1628,273653.564787893
1629,173163.446934664
1630,366709.498145905
1631,216503.911139593
1632,240805.679840828
1633,167549.544128825
1634,185743.888685296
1635,176371.180354671
1636,156818.152436949
1637,204409.101326925
1638,185647.825181457
1639,183610.139314952
1640,255512.999508371
1641,181578.238822893
1642,239865.197266504
1643,220210.50317081
1644,231756.21369606
1645,205910.246132931
1646,161349.333338318
1647,156100.180221304
1648,131583.686952185
1649,142446.588128299
1650,114057.338154055
1651,122761.610358037
1652,104773.487970081
1653,106696.840830439
1654,145790.414695742
1655,142373.792711382
1656,140856.233859912
1657,147449.329311449
1658,147259.681172843
1659,125117.638380865
1660,156917.638354405
1661,446181.897200332
1662,390287.701610219
1663,369685.791684541
1664,542811.938270449
1665,298468.260383869
1666,320389.200932676
1667,374583.734665342
1668,325875.019937167
1669,291970.265170439
1670,331074.577001026
1671,258260.085861479
1672,433800.951953101
1673,287037.916838859
1674,236577.793780078
1675,198930.534532894
1676,198771.75283362
1677,217670.852406482
1678,486149.352468456
1679,382567.265276631
1680,325386.651649881
1681,242578.536144754
1682,301311.991821062
1683,193156.580516653
1684,180292.199496001
1685,175888.309084445
1686,177272.140144839
1687,171632.465454327
1688,191952.800611223
1689,193754.622693727
1690,196642.556150362
1691,185586.748113268
1692,256241.800884537
1693,167656.938440786
1694,178539.657874939
1695,162066.340787661
1696,269093.339283098
1697,165094.82865922
1698,336439.871889519
1699,291458.736448065
1700,245546.758420704
1701,266921.766376404
1702,238811.464589346
1703,237454.680202179
1704,274633.507189998
1705,231575.243219057
1706,445805.720594303
1707,210724.707232145
1708,195985.63174236
1709,259886.000346409
1710,219120.404904356
1711,265784.906724687
1712,253351.546157741
1713,268383.232624743
1714,219791.644465671
1715,204954.559349907
1716,180033.116719058
1717,174636.885530232
1718,135659.725195337
1719,205416.073791249
1720,229498.982410755
1721,160356.329692391
1722,122889.189924972
1723,153020.239153501
1724,203131.797552131
1725,234632.484156603
1726,189002.658675106
1727,162493.043739389
1728,172736.951532305
1729,159510.970216493
1730,150017.833486463
1731,121209.224922732
1732,126961.247904467
1733,115452.508602232
1734,119741.292098167
1735,131297.691834789
1736,110620.032698368
1737,296280.974196727
1738,239740.377512311
1739,246752.97932646
1740,228231.375899263
1741,194499.421519391
1742,176003.801958109
1743,177322.221919509
1744,319346.58836499
1745,212148.184566628
1746,196246.081541261
1747,214889.977910772
1748,229140.489058483
1749,148434.024679458
1750,128740.364169255
1751,247655.653258893
1752,120574.495838472
1753,150066.126257671
1754,195911.062805817
1755,169841.69981841
1756,124454.570799086
1757,120059.421039089
1758,144070.086474733
1759,161848.252496287
1760,163587.052001142
1761,149478.963543662
1762,173973.796415968
1763,180783.253326184
1764,116437.217210546
1765,153379.683207541
1766,189288.663023111
1767,226459.509135468
1768,139715.448243342
1769,170780.718653763
1770,151791.737218742
1771,124608.195821529
1772,138972.460657307
1773,123288.282281228
1774,154251.542105904
1775,139024.513171945
1776,122947.904777535
1777,106746.943224924
1778,142146.429933859
1779,117598.911082686
1780,171191.597364794
1781,126696.219537656
1782,94559.2409345329
1783,147432.083876119
1784,110394.364682496
1785,122266.987291077
1786,150802.424972856
1787,172182.05309293
1788,67095.1441275328
1789,100654.748826642
1790,87522.147271593
1791,196774.559164748
1792,157054.673029847
1793,131424.821781261
1794,155271.566649619
1795,135887.741413593
1796,126381.451214988
1797,116584.685753675
1798,124509.630160719
1799,112858.557168837
1800,129568.909447226
1801,127293.294808147
1802,134074.071533655
1803,150018.670587116
1804,144867.42930988
1805,136634.159034166
1806,131860.982963509
1807,131258.54939633
1808,124893.706217942
1809,120003.014403018
1810,134089.374352007
1811,88054.3033146464
1812,93753.1703255459
1813,122127.800670714
1814,89703.0648062832
1815,61432.5710247379
1816,99199.6491712511
1817,110951.153698282
1818,148392.00518722
1819,137948.863787193
1820,55574.5464593886
1821,116218.91765285
1822,150987.17539851
1823,42827.6797225354
1824,124146.500799698
1825,138635.379246251
1826,105587.558986329
1827,100267.266466402
1828,129737.247590648
1829,120845.402367163
1830,140557.43448118
1831,142749.076733271
1832,76815.9750544411
1833,137785.19016006
1834,122223.718980694
1835,122602.834855654
1836,132456.132289418
1837,89290.9278248923
1838,129262.356408027
1839,106956.832337064
1840,145602.65516738
1841,137619.8184825
1842,96740.9893687832
1843,130033.600091587
1844,141265.783436483
1845,144429.226610642
1846,152336.997210269
1847,166607.912797144
1848,58875.5711692441
1849,104205.220164617
1850,118685.851562475
1851,154230.520057784
1852,129387.92801431
1853,134264.003530284
1854,164410.957939254
1855,147463.570216361
1856,223660.74352748
1857,145481.154237478
1858,135727.864565124
1859,118978.645168123
1860,148090.22327515
1861,118376.453021425
1862,318598.139517888
1863,303545.983937671
1864,302779.512488928
1865,336241.246134109
1866,322817.96957484
1867,221375.197628978
1868,285942.876466411
1869,202496.475210046
1870,217194.271938151
1871,246557.67667334
1872,176439.675905202
1873,239111.60592059
1874,146197.162174138
1875,198512.298371145
1876,196029.50764355
1877,207826.28407887
1878,199967.515336496
1879,127377.391305189
1880,131699.120319834
1881,245659.778211495
1882,241310.656903051
1883,188826.846692508
1884,203808.23522427
1885,233939.890974868
1886,282525.764298224
1887,211066.51494563
1888,261929.176782288
1889,172001.612735309
1890,124727.507857492
1891,134331.21496629
1892,102147.83849827
1893,128064.66537482
1894,126129.633427265
1895,138283.22220572
1896,125975.50087711
1897,117081.579312052
1898,118044.349311672
1899,158110.229336934
1900,155253.259824216
1901,162661.379299319
1902,154337.324268923
1903,212734.727475905
1904,141635.241369171
1905,200067.272918146
1906,126809.191485421
1907,225947.977333185
1908,111423.175359491
1909,136079.362792147
1910,122882.333770386
1911,213919.892493668
1912,347238.907048302
1913,154942.511890002
1914,57193.5360580889
1915,311929.276473605
1916,51443.3349344435
1917,244466.630158838
1918,142872.215371831
1919,176277.997298798
1920,162579.978589168
1921,379925.231876149
1922,303869.862385961
1923,232641.763579277
1924,234499.374560965
1925,195707.868389994
1926,371493.611725302
1927,133835.538894547
1928,155767.966911504
1929,128572.344624393
1930,131532.299410561
1931,142126.955345538
1932,138408.697578158
1933,177034.533752442
1934,178452.275565784
1935,167219.974959186
1936,187839.148808934
1937,179872.458177799
1938,170680.736344329
1939,243701.671187686
1940,193854.000269613
1941,167814.869250113
1942,185213.163714295
1943,215225.659677512
1944,352395.371355004
1945,371868.064275065
1946,144763.558095014
1947,310736.02395637
1948,180664.841038586
1949,245183.184457692
1950,182280.309631936
1951,254927.890630626
1952,219937.194440082
1953,169419.603430118
1954,185281.137543401
1955,134768.442835611
1956,325257.65778103
1957,157869.000313938
1958,293211.162182271
1959,147347.151676726
1960,115363.206240943
1961,119904.480775068
1962,103807.616191808
1963,110055.622165185
1964,109647.411912021
1965,144863.527068687
1966,140161.971499385
1967,281124.405827235
1968,431205.562410027
1969,367660.475722788
1970,410456.035774266
1971,474957.458718686
1972,365400.594315788
1973,265786.980764742
1974,324185.678439679
1975,519434.524210691
1976,259152.452561988
1977,354279.837536011
1978,348821.463121774
1979,319624.4015579
1980,207380.990753475
1981,341642.712516244
1982,215782.400543102
1983,201439.633035252
1984,174330.864751413
1985,226165.965336407
1986,209169.671257723
1987,188491.296858826
1988,177719.723038306
1989,193605.004654685
1990,209579.103467464
1991,228818.969322462
1992,211955.120897504
1993,174747.46976016
1994,230914.214545161
1995,183079.819539455
1996,246386.812609516
1997,300017.504424686
1998,316967.634687129
1999,269575.465588499
2000,303718.330266878
2001,261723.891801942
2002,235672.764328691
2003,253147.406693278
2004,277895.408471942
2005,216052.707903656
2006,213656.326784758
2007,244181.30438814
2008,209163.153037497
2009,191368.30520244
2010,193353.306543473
2011,135851.075487882
2012,170759.648989016
2013,177507.837212438
2014,187059.601446317
2015,202797.859253087
2016,190536.740588999
2017,194709.827678781
2018,118339.261721261
2019,134197.105790584
2020,106663.927664374
2021,104912.897683126
2022,180617.139162425
2023,141244.018965282
2024,270153.867116233
2025,356704.263176433
2026,177181.269566055
2027,159245.089408396
2028,152536.12563562
2029,163129.018726893
2030,266695.214211253
2031,234648.366216891
2032,253167.087674361
2033,257199.54270343
2034,170896.377385962
2035,212475.282568009
2036,195292.947652967
2037,202632.027542712
2038,310407.855036881
2039,218780.353716986
2040,291400.554033176
2041,295244.104607417
2042,202780.462953913
2043,176977.572236148
2044,174186.566432519
2045,213186.724870183
2046,152691.89236944
2047,138935.788777244
2048,139701.847575681
2049,151607.182442493
2050,172907.080347449
2051,105097.788316665
2052,121754.041597645
2053,146502.841994595
2054,97780.7607166947
2055,152762.140846703
2056,146724.653021962
2057,114417.345594588
2058,216075.449374667
2059,132160.462482438
2060,172404.660075728
2061,173718.311106702
2062,128994.982382578
2063,121276.557059441
2064,137048.20461014
2065,117323.240699786
2066,167552.925919731
2067,112944.571739669
2068,150910.205087746
2069,90802.3393943741
2070,115479.606709677
2071,100898.258018286
2072,145018.721259888
2073,132089.257161115
2074,182558.91003886
2075,145361.415985751
2076,115119.346825714
2077,156151.918493989
2078,125472.13196061
2079,135737.331405317
2080,119164.925873752
2081,124949.097754081
2082,120995.914894459
2083,143345.260583246
2084,112085.723996351
2085,117708.901122227
2086,108288.212431096
2087,124089.001741443
2088,103635.443109561
2089,83185.5896729874
2090,128525.273624733
2091,107048.075180597
2092,118461.9792021
2093,116353.394135346
2094,110060.118499453
2095,140879.737331816
2096,83824.974316671
2097,103840.569653576
2098,141808.840541558
2099,64360.913217299
2100,74013.2280444767
2101,112461.086660636
2102,130639.808829127
2103,106324.65430026
2104,145418.189191254
2105,127150.835719271
2106,66510.4981763812
2107,196400.114191121
2108,115352.352325204
2109,109256.891417754
2110,125491.858078644
2111,133819.018959124
2112,139361.478852226
2113,120408.100415237
2114,129491.796371671
2115,160281.283140927
2116,113026.046443299
2117,148387.0913268
2118,119965.007308909
2119,115275.592182496
2120,116463.073263545
2121,91429.6828076743
2122,116812.975761423
2123,83651.5275325641
2124,153393.005240103
2125,130057.994680288
2126,154304.861991507
2127,159623.995505684
2128,129915.097861953
2129,96829.1922518359
2130,127900.699918853
2131,152897.41684414
2132,117052.40276297
2133,119118.356514348
2134,123785.911401893
2135,96804.7168336044
2136,77789.7875546102
2137,105927.683979334
2138,128776.949728791
2139,146621.79127609
2140,141706.02286906
2141,160105.581741384
2142,125777.812908414
2143,141856.796576774
2144,125808.315741351
2145,138579.566058987
2146,168026.037768569
2147,141731.390159449
2148,139833.887804323
2149,154415.654229597
2150,219402.503023871
2151,122473.436064462
2152,165289.649160184
2153,168410.467276775
2154,104756.029931256
2155,142861.84283123
2156,267833.566137515
2157,234064.051365443
2158,230100.468259392
2159,209669.703928555
2160,185234.146368742
2161,234648.490498885
2162,398579.831156981
2163,345722.002147768
2164,246421.005282203
2165,193304.767422784
2166,153087.369112423
2167,217518.401608497
2168,195096.760130338
2169,193036.093577494
2170,216540.633030955
2171,149459.592439813
2172,130774.704144241
2173,156442.774932661
2174,227845.931521296
2175,289051.7916806
2176,296399.923215334
2177,237428.248439676
2178,211999.870337207
2179,142346.770346256
2180,206267.590233522
2181,192503.564469719
2182,221046.31390634
2183,188627.290646657
2184,117128.948852001
2185,127401.71968044
2186,146852.496284075
2187,150211.071533858
2188,154099.649762284
2189,319252.772384619
2190,81824.7024586149
2191,81190.1338988069
2192,90464.4423216592
2193,113146.252647946
2194,104494.275747593
2195,111913.856059253
2196,106655.139026675
2197,119235.703444034
2198,149897.150487366
2199,173376.722788674
2200,151409.290837235
2201,151985.462545796
2202,209103.018069486
2203,143372.381994863
2204,175496.954635372
2205,119552.597816609
2206,137296.176938003
2207,212112.301092014
2208,260903.395704576
2209,244594.961259661
2210,119913.104165941
2211,114822.023284494
2212,121819.3188339
2213,103839.114364421
2214,125500.016908102
2215,100820.962853117
2216,149244.865646658
2217,52059.5052483695
2218,67581.9725434636
2219,65549.2677641422
2220,66399.15782239
2221,313131.839478435
2222,282555.340367984
2223,283074.445307661
2224,208136.656147269
2225,123963.111176692
2226,189038.844375222
2227,199304.181330632
2228,257778.930583168
2229,253297.997132701
2230,146091.638601059
2231,211167.163562107
2232,172832.385423721
2233,183257.659660739
2234,234325.770653512
2235,218232.412927051
2236,259045.486367225
2237,317472.871024275
2238,196729.85556066
2239,113413.873327591
2240,160519.160707348
2241,160678.664405245
2242,119978.83286546
2243,121418.680926898
2244,104866.904993798
2245,102217.092189405
2246,144132.079995926
2247,108360.24092479
2248,124404.51099956
2249,122152.272819615
2250,126229.394016615
2251,84796.7838489903
2252,179748.924825353
2253,151573.947387443
2254,172925.340689504
2255,179718.13344573
2256,175737.382873852
2257,210624.494688175
2258,160411.840418021
2259,173755.548719614
2260,160204.672195717
2261,188982.678454062
2262,214608.348936562
2263,366159.646738074
2264,549213.10601797
2265,182410.225657822
2266,295042.707933516
2267,369947.074780877
2268,409107.043467949
2269,147740.901071075
2270,194225.104275151
2271,220108.799467573
2272,198667.379757768
2273,162979.432917652
2274,180298.991863843
2275,166030.314466981
2276,194074.899477085
2277,184967.196309662
2278,141823.094779217
2279,126501.039535892
2280,121141.890396142
2281,172947.543424517
2282,190783.750393394
2283,110411.71292459
2284,119462.296773118
2285,143746.450918397
2286,124460.870403273
2287,361118.075528522
2288,269876.13220289
2289,366272.218905398
2290,464088.259492541
2291,323964.888611283
2292,423302.043350381
2293,498016.303378865
2294,397290.315386602
2295,496446.885535553
2296,288872.287281355
2297,334907.721813422
2298,328105.522546676
2299,362666.307444566
2300,326794.111082879
2301,297755.906849587
2302,241127.486373791
2303,235631.39811633
2304,246773.490747973
2305,204472.386341036
2306,197592.285264487
2307,202500.495648191
2308,220837.923863656
2309,275769.32099131
2310,209880.348181379
2311,212194.230631378
2312,175604.127382509
2313,175102.741848015
2314,177308.671386854
2315,182202.409022914
2316,199010.890616969
2317,188510.634933639
2318,184251.200835568
2319,186051.869337611
2320,184450.514164931
2321,238497.225166853
2322,185892.890023541
2323,185960.714637921
2324,177771.994476471
2325,215462.988479974
2326,174263.688665078
2327,203499.654297047
2328,218808.602137163
2329,188388.10659694
2330,180074.097596654
2331,342152.759494205
2332,386635.447347911
2333,312669.63668518
2334,247496.689398565
2335,267282.397329113
2336,301328.394370901
2337,194409.687332645
2338,254141.728738272
2339,211024.631019299
2340,398649.613520029
2341,218898.906909217
2342,227123.085092361
2343,225817.213367437
2344,210551.867193894
2345,230564.269389793
2346,209368.422945094
2347,197180.842994736
2348,236222.650087446
2349,179409.831861245
2350,304784.518379122
2351,255907.747100994
2352,249446.582102659
2353,244196.382752061
2354,137012.737637714
2355,144527.371623248
2356,149876.594514697
2357,187962.666514625
2358,195123.958761267
2359,132158.420722999
2360,117246.952988159
2361,145323.44571895
2362,274411.934772864
2363,131878.653619065
2364,152839.515549051
2365,221320.535700008
2366,199907.90219067
2367,228105.941126263
2368,222450.793723077
2369,220881.096762648
2370,162816.6045071
2371,169186.708092733
2372,188665.733761133
2373,269670.473857405
2374,311821.661305558
2375,239270.991163656
2376,297149.722153202
2377,353668.387854375
2378,143715.147974764
2379,207581.360228033
2380,152313.969556044
2381,173083.270333159
2382,195690.446430464
2383,203389.125258306
2384,244671.686606067
2385,160091.767628777
2386,133113.163614595
2387,134095.362694441
2388,101862.02426283
2389,122988.671675925
2390,137105.010260893
2391,144257.66257519
2392,114997.43722206
2393,164577.80011178
2394,141730.992353609
2395,204333.092442783
2396,141855.059909819
2397,220013.750069976
2398,131488.420115694
2399,72777.4454272322
2400,72846.8121416295
2401,117061.248068962
2402,135650.348762309
2403,146521.969857355
2404,153502.895012576
2405,157742.144609923
2406,139638.277390559
2407,128281.222333259
2408,145409.224231633
2409,123742.372065044
2410,166024.171663731
2411,115058.045804692
2412,149697.073432575
2413,128714.792485542
2414,153094.027056587
2415,139126.137354798
2416,123607.12274801
2417,128105.316231412
2418,129426.18806227
2419,130020.516543186
2420,121823.861672256
2421,143195.924760535
2422,110333.118338294
2423,115224.834311578
2424,162183.592043355
2425,218422.427261077
2426,128266.247635939
2427,134156.511238043
2428,171813.028543157
2429,113469.856133385
2430,130927.495028705
2431,111852.962888889
2432,147170.517379345
2433,143637.249517294
2434,138337.585660004
2435,153502.442548449
2436,106250.36167514
2437,106993.015904231
2438,122253.250871075
2439,104687.585509075
2440,122149.335710399
2441,93534.98257551
2442,101320.804081577
2443,121746.84752543
2444,136519.160317378
2445,87624.412768339
2446,134321.806334504
2447,179793.524518939
2448,127868.265288696
2449,112049.488049896
2450,152081.421021794
2451,129926.477745083
2452,189899.692436548
2453,94800.4808833881
2454,112917.598734959
2455,114068.363078948
2456,125518.323948882
2457,126200.97072981
2458,127524.803206728
2459,111160.98350926
2460,138973.719625635
2461,126296.299860066
2462,132423.885883409
2463,123206.182193299
2464,175676.694223964
2465,142388.668442663
2466,115888.899524282
2467,132064.554390813
2468,89160.3370229494
2469,88642.0805022018
2470,188442.69275893
2471,203069.865652165
2472,160356.73080698
2473,116646.695019313
2474,70380.3399714997
2475,212241.980240614
2476,119690.614092752
2477,128863.082126217
2478,155635.741997187
2479,107477.789720884
2480,150306.461943158
2481,121655.166554078
2482,128332.327193305
2483,112713.34503252
2484,120382.416033737
2485,123718.318641726
2486,150600.619090386
2487,171089.936858735
2488,161533.978091848
2489,149788.881158315
2490,136032.579282103
2491,92078.4261816346
2492,183560.984456554
2493,151999.564753859
2494,143839.532950481
2495,88746.5212450213
2496,237699.228122906
2497,155680.711222242
2498,111393.878896012
2499,86089.8234581201
2500,124128.821724615
2501,136706.942044833
2502,141739.344142421
2503,100763.939070444
2504,167028.752120896
2505,217577.148672036
2506,251003.883701965
2507,289923.884504391
2508,250008.846403668
2509,211354.636729453
2510,213437.241132513
2511,173835.096790634
2512,205368.102994353
2513,221315.409064284
2514,240116.415058932
2515,147314.585862053
2516,172314.573060467
2517,144842.727966299
2518,150977.491270359
2519,227948.70397008
2520,210318.569731336
2521,187496.592781943
2522,222454.120446108
2523,120906.579338323
2524,134347.028885876
2525,144398.98400068
2526,138917.5598757
2527,121093.76032064
2528,123498.533047195
2529,136411.021521477
2530,124956.299821531
2531,243264.292997242
2532,225523.792335049
2533,194471.098789455
2534,226630.582843091
2535,301857.826993016
2536,225772.371722776
2537,232711.70195211
2538,184738.826231986
2539,186806.687263937
2540,182835.429108006
2541,179715.701855063
2542,164025.099564009
2543,127409.880973075
2544,121353.078219011
2545,134794.306353823
2546,132349.184766242
2547,138357.601306263
2548,154932.984659468
2549,158015.798129636
2550,1569463.71767269
2551,145971.99097678
2552,129907.455162374
2553,78896.408199017
2554,93768.5361743485
2555,122685.377835714
2556,102015.44489741
2557,107557.629054293
2558,140628.306143255
2559,135055.948224956
2560,153737.727650157
2561,153046.863517346
2562,134234.368614904
2563,149423.530147251
2564,195266.065112233
2565,135159.038093662
2566,165208.095208108
2567,145264.958226407
2568,193817.420357762
2569,219198.528495759
2570,117244.942299559
2571,192706.383101345
2572,151529.794374934
2573,229980.173179984
2574,279016.704958212
2575,132203.219399141
2576,116582.378230839
2577,137354.001786979
2578,86916.342536441
2579,66804.9245896221
2580,80516.8810452994
2581,93484.9178597717
2582,93758.6987188812
2583,284678.213429349
2584,173179.779727962
2585,189748.780405863
2586,225091.269855464
2587,197098.852180575
2588,142693.785628671
2589,148623.484536917
2590,212370.272992607
2591,225004.344154679
2592,212184.608578469
2593,242964.652660943
2594,178925.152836316
2595,196192.290425855
2596,289646.91896101
2597,186526.528780872
2598,282665.777941613
2599,332035.374705068
2600,160920.948361039
2601,145775.540428752
2602,85575.4429070813
2603,97027.6248246512
2604,87971.2280498602
2605,84703.7123968347
2606,149943.072757465
2607,219357.017624693
2608,193600.918475327
2609,172211.023084062
2610,110453.642798531
2611,127013.382625964
2612,156794.528454588
2613,129527.838771958
2614,122177.160171678
2615,153030.130731331
2616,144634.954120642
2617,185022.890584132
2618,224494.750451627
2619,200612.513262625
2620,181472.658559263
2621,172303.575976737
2622,177858.38762799
2623,238452.511128436
2624,301289.350679664
2625,295300.932441166
2626,169670.455826698
2627,164545.968100488
2628,461373.669118849
2629,526772.400040227
2630,358967.367281477
2631,494781.315512383
2632,404162.831781255
2633,296785.245957428
2634,407816.153570787
2635,158207.115961053
2636,177864.354888563
2637,179460.84328406
2638,267129.898215347
2639,181396.869525107
2640,148377.06683453
2641,107759.803886259
2642,196496.632945076
2643,109239.94357601
2644,123119.332307982
2645,113364.334559604
2646,101463.088960982
2647,109452.691183458
2648,149214.924414311
2649,145165.992211774
2650,139703.569939256
2651,141167.161781998
2652,407831.528897919
2653,246843.176853409
2654,254413.815013533
2655,383546.176828158
2656,312236.454469803
2657,351918.338171568
2658,299949.016875132
2659,295818.532394241
2660,354118.464899483
2661,347863.429036835
2662,350925.89339655
2663,278507.786310263
2664,267094.271182449
2665,316491.834333171
2666,279821.491315232
2667,178238.396648746
2668,183129.982108417
2669,184679.497044548
2670,274090.009340843
2671,187347.746815941
2672,201244.301831135
2673,206515.378357213
2674,196694.002231565
2675,178855.139261053
2676,192562.605214114
2677,196932.498388619
2678,248040.724590284
2679,264185.803971567
2680,272364.111225734
2681,390538.742818412
2682,307447.906620261
2683,510675.16280398
2684,305593.051538116
2685,318944.218861972
2686,252724.863554183
2687,302662.893876169
2688,207881.098532007
2689,203912.934116862
2690,430667.468925592
2691,188261.111201463
2692,136723.628388324
2693,200245.242887621
2694,135269.010261781
2695,190825.126945405
2696,182150.795709186
2697,183672.515670628
2698,193181.140383764
2699,181032.272657597
2700,160015.182556391
2701,150978.298431873
2702,114625.758819369
2703,121802.38567292
2704,139476.621274171
2705,116501.725820037
2706,109502.439446044
2707,122419.71919019
2708,129534.849479756
2709,101220.49895214
2710,121817.876371832
2711,292518.125748013
2712,368695.982167923
2713,175277.888415635
2714,155754.006948414
2715,170957.839497361
2716,151494.857426874
2717,193614.397713587
2718,216468.807432364
2719,154811.55426871
2720,172254.692339206
2721,127817.195084164
2722,159923.512352389
2723,140081.312642184
2724,126205.247805173
2725,127346.21678372
2726,148130.4664995
2727,180554.845165837
2728,171308.330982769
2729,144480.751645223
2730,144521.929805138
2731,124521.591440588
2732,132736.957814866
2733,155294.897062745
2734,146776.695060916
2735,137316.922217321
2736,139797.576007645
2737,117154.316345563
2738,141099.201823015
2739,156422.552579849
2740,134065.007237939
2741,140712.246595466
2742,149640.556183898
2743,154195.904142351
2744,157037.662267803
2745,141537.462540131
2746,136245.288612432
2747,143420.838027883
2748,122073.593927713
2749,127060.532779786
2750,130891.586028112
2751,133159.838636797
2752,191873.15928863
2753,143809.759816106
2754,231181.793057634
2755,137871.011982084
2756,99843.8224752703
2757,74685.6435057024
2758,98662.7211455763
2759,153699.212189649
2760,121390.954534673
2761,142338.917225799
2762,145314.605339733
2763,182830.795152761
2764,149266.04006306
2765,281454.943157163
2766,115937.336229761
2767,86769.2993686368
2768,125512.392294333
2769,130383.438169499
2770,137806.217650247
2771,110545.735703467
2772,110119.773725028
2773,161903.009310907
2774,140841.061628243
2775,115586.581092109
2776,145145.868539413
2777,146288.355694314
2778,109395.875955517
2779,122798.82061844
2780,93038.9529440783
2781,93295.4671208125
2782,99438.7044058833
2783,96802.9446860517
2784,123239.329251949
2785,135558.044096589
2786,73190.0035264412
2787,122967.335115126
2788,78840.6351969345
2789,172743.040631334
2790,91675.3484182246
2791,114648.045789756
2792,54840.4713640233
2793,133825.410981908
2794,97478.4223255231
2795,120295.89123358
2796,93974.2657794132
2797,207887.122152761
2798,103497.295332919
2799,114701.814990375
2800,72005.1616070603
2801,101515.399420543
2802,128105.4232895
2803,176689.74476894
2804,129020.612223066
2805,94341.1925253339
2806,91397.1929246318
2807,159242.206558017
2808,143527.655500226
2809,131910.184490439
2810,125406.490342664
2811,153484.039974237
2812,159285.977477228
2813,167800.579685375
2814,166084.377162072
2815,91323.0564704907
2816,222498.587212526
2817,147096.603537176
2818,133139.88705437
2819,182107.103824633
2820,137204.582051438
2821,103185.33865306
2822,193237.449746053
2823,371536.418561559
2824,177107.994602618
2825,141805.225302651
2826,136224.856889521
2827,138573.789573188
2828,226339.613206263
2829,204654.795296936
2830,233971.462650578
2831,170576.100405555
2832,247529.75878895
2833,290200.465666914
2834,219853.126651881
2835,220569.030652859
2836,190348.620107653
2837,156811.096619927
2838,148095.707721671
2839,175780.760767396
2840,198282.214256549
2841,198344.25370383
2842,225896.716322848
2843,147161.434849227
2844,164927.598912522
2845,125383.59572686
2846,204079.096782945
2847,199484.144333204
2848,211292.475781361
2849,197986.144588061
